target,text
1,sunbathing in the garden i cant see anything on the screen though nevermind the weather is hot hot hot lets pray it stays this way
1,yes i done it at last my homework is ready dx and i can go waaalkiiing because the sun is shining oh yeah
0,sorry i couldnt make it thom i would have loved to see them live as i missed out last time as well
1,walking to starbuckss
0,upgraded iphone sw to it stil doesnt seem to play flash videos it also messed up apps placement
0,didnt get to px today need to work harder tomorrow great
1,decorating my cake it was so hot in there
1,coffee is ready
1,missed on yesterdays quiz not too bad shootin for s from here on out
0,i wanted to participate but now i think it is late
1,homemy best friend is gone for a week thats sad but this weekend was fun gonna miss her
0,just found my nks cards amp seeing what i have i didnt think i had them anymore i dont have a complete set though
0,no she jus mad the world right now
0,im putting on sunblock before i walk to work dont want this stupid sunburn to get any worse had suncream on yesterday and everything
1,picking up jax at the airport
0,supposed to be visiting austin sunthursbut not feeling well since vaca wouldve said hello for sure
0,i have being out of work and i missed the volunteer fair today thanks to a migraine
0,i have things to do so many hoooomeeeworks booooooooooooooooooo
1,just home bored had an eventful night
1,kat im good how are you
0,i know right its going to be september before we get jobs
1,i love all my true friends
1,so excited about your album coming out soon
1,i think us children should be taught to understand other countries senses of humor or at least british
0,its all about the money isnt it what happened to the fun of playing and being a pro
0,missed one shoulder with sunscreen so have a nice burn going on
1,yipeeeee tommrws class got cancelled
1,listening to my favs danity kanelt i fricken love aundrea fimbres shannon bex dawn richard aubrey oday and d woods dk reunite plz
1,just watched aars wind blows video amp realized i have the exact same ring as tyson very cool i must say we have amazing taste
0,this is slowly going to drive me crazy i hate leaky faucets theyre frustrating im ready for a nap but theres no naptime at work
1,im not surprised why ppl wanna emigrate out of sg
0,cont then take your own life by hanging yourself
1,yall killed it you way better than spec and tell brian thanks for sayin hey love the blonde and trini in the rd row
1,sorry that im just now realizing the joys of journaling at this rate ill fill this one up sooner than i thought
0,wak theres a dvd player in my room but no blu ray player
0,gahh that sucks
0,yaaaay youre here i was starting to think you abandoned me
0,i miss my friends i havent hung out with any of them forreal in like months
0,roger federer beat robin sderling in the french open final makes me remembering bjrnborgmatswillanderstefanedbergdet var tider det
0,wants to have a lazy day too bad i have to work at pm
0,hows everyone doing im tired and its soo cold i think
0,wah thank god talkshow nya menyenangkan thanks vera amp eko br turun dr studio ngedit airpro tiada penyiar kebelet pipis nih
1,laying out so gorgeous out
0,watching the bachelorette i miss last night
0,ohare come hommmeee i misss you aww babbbyy
0,aww not gud this cold sore has taken over lip so luks like sums punched me
0,i didnt do it it scared me
0,its dificult because i dont know how the restaurant looks like
0,mornin chica got mor of my tat done last night or should i saythis morning got done at am
1,annes grad partay bringing the lifesized cutout of zac efron he was our cross country mascot we put inspirational postits on him xd
0,yuck i feel kinda sick to my stomach
0,been home from disneyland a week but still unpacking far less fun than packing getting caught up in my world of weddings though
0,trying to put beetlejuice back in his cage but he wont let go for anything poor beetle misses his mommy
0,packing im sooo tired right now but i have no bed to sleep in
0,my favorite kid didnt come to school today whos gonna nap with me
0,yeah it rained and when it stopped raining i went for a walk and then i got lost in your never ending tiny streets and got lost
1,the one that has my heart
0,no msn then
1,you can feel more responsible but dont feel old youre not old yet youre still young pete w a wife and a baby
1,guess whats up im grabbing my seat for up
0,phew i found my bitly api key at last had to waste at least minutes trying to find it out but twhirl is not shortening it
0,someone i work with today told me that if i took a quotreal agequot test it would tell me im
0,i spent the whole day in the sun yesterday and didna get a bit o a tan had on suncream tho
0,sophie tells me lies about willies and people breaking walls with their foreheads
1,have a great trip tiff
1,awee how cute ur all super extra careful that ur friends are having safe funn tooo cutelt
1,good morning to all followers i wish you a nice tuesday and good luck with your business allen verfolgern einen sonnigen dienstag
0,if it was in recife id go but russiaisraelmontral are too far and i have school and here is sunny and not too hot
1,back from shops saw a famouse authour goin for a walk and drink now x
0,has anyone seen my king of clubs
1,oh holy shit its good right ive been addicted to that for ages sex for the mouth i like to call it lol
1,just might be paranoid barbacue tomorrrow should be fun
0,last night was a blast but this morning was not so much fun
0,want to update to but want to keep my yellowsnw unlock hope the dev team dont take too long
1,my throat hurts like hell but daddydaycare cookies and tea and parents make it better lt
1,i love this quote quotif you dont believe in angels you havent heard us singquot
1,god give me the strength to get up and go to the gym be work goooodnight
0,im camping this weekend not back till sunday
1,going to see up
0,i dont do bags id be happy to direct you to tho
1,oh my god sooo sweet i love you more cant wait for tomorrroowww
0,yeah but late august if you got the time and or money go when im in vegas buddy
0,i know i am sooooooooooo upset c u morrow
